no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,monthly_loan_payment,dti_ratio,total_assets_value,asset_to_loan_ratio,loan_status
4.0,1,0,8900000.0,21100000.0,6.0,631.0,4200000.0,200000.0,25800000.0,6200000.0,2.370786250473455,293055.55555555556,0.3951310861423221,36400000.0,1.7251184016531562,0
5.0,1,0,6100000.0,23600000.0,4.0,725.0,17400000.0,5100000.0,15600000.0,4800000.0,3.8688518247783894,491666.6666666667,0.9672131147540984,42900000.0,1.8177965331442147,0
3.0,1,0,6200000.0,13200000.0,14.0,707.0,17200000.0,8900000.0,23100000.0,4200000.0,2.129031914672272,78571.42857142857,0.152073732718894,53400000.0,4.0454542389807395,0
3.0,0,1,8100000.0,19900000.0,20.0,347.0,22800000.0,14400000.0,29800000.0,5500000.0,2.456789820149405,82916.66666666667,0.12283950617283951,72500000.0,3.643215897325834,1
0.0,1,0,8200000.0,20300000.0,4.0,666.0,13100000.0,10200000.0,25900000.0,7800000.0,2.475609454193969,422916.6666666667,0.6189024390243902,57000000.0,2.807881635079722,0
4.0,0,0,7400000.0,17500000.0,4.0,540.0,8800000.0,7600000.0,17900000.0,3600000.0,2.364864545288575,364583.3333333333,0.5912162162162162,37900000.0,2.165714161959191,1
4.0,1,1,1100000.0,3000000.0,4.0,730.0,300000.0,600000.0,3600000.0,1100000.0,2.727270247936138,62500.0,0.6818181818181818,5600000.0,1.866666044444652,0
1.0,0,1,8300000.0,17700000.0,10.0,673.0,23700000.0,5300000.0,28700000.0,4200000.0,2.132529863550619,147500.0,0.21325301204819277,61900000.0,3.4971749436624324,0
2.0,1,0,6500000.0,14100000.0,2.0,709.0,1000000.0,12700000.0,20900000.0,4000000.0,2.16923043550301,587500.0,1.0846153846153848,38600000.0,2.7375884583270595,0
0.0,1,0,4800000.0,19000000.0,12.0,650.0,7000000.0,1000000.0,15600000.0,4800000.0,3.9583325086807273,131944.44444444444,0.3298611111111111,28400000.0,1.4947367634349071,0
0.0,1,0,200000.0,600000.0,12.0,683.0,400000.0,200000.0,400000.0,0.0,2.9999850000749997,4166.666666666667,0.25,1000000.0,1.6666638888935186,0
1.0,1,0,4900000.0,14800000.0,12.0,895.0,8600000.0,8200000.0,18300000.0,5200000.0,3.0204075468556026,102777.77777777778,0.25170068027210885,40300000.0,2.7229727889883253,0
4.0,0,0,5800000.0,18500000.0,16.0,436.0,1400000.0,5500000.0,17100000.0,6500000.0,3.189654622473341,96354.16666666667,0.1993534482758621,30500000.0,1.6486485595325102,1
4.0,0,1,7200000.0,23100000.0,14.0,644.0,13300000.0,3500000.0,18300000.0,4200000.0,3.2083328877315433,137500.0,0.22916666666666666,39300000.0,1.70129862764941,0
2.0,0,1,4000000.0,13000000.0,10.0,552.0,3700000.0,1600000.0,15600000.0,3400000.0,3.2499991875002032,108333.33333333333,0.325,24300000.0,1.869230625443798,0
1.0,0,1,7000000.0,16000000.0,4.0,554.0,13000000.0,8600000.0,26600000.0,7900000.0,2.2857139591837203,333333.3333333333,0.5714285714285714,56100000.0,3.5062497808593887,0
5.0,1,0,3100000.0,10800000.0,10.0,681.0,5100000.0,1700000.0,7400000.0,1500000.0,3.4838698439129536,90000.0,0.34838709677419355,15700000.0,1.4537035691015214,0
3.0,1,1,4100000.0,13900000.0,20.0,383.0,1900000.0,2300000.0,15800000.0,3800000.0,3.3902430755504693,57916.666666666664,0.1695121951219512,23800000.0,1.7122300926453171,1
2.0,0,0,3200000.0,6300000.0,10.0,339.0,300000.0,4900000.0,7300000.0,2700000.0,1.9687493847658173,52500.0,0.196875,15200000.0,2.4126980297304716,1
1.0,1,0,3900000.0,15100000.0,12.0,527.0,10600000.0,5100000.0,11100000.0,3800000.0,3.8717938790272104,104861.11111111111,0.32264957264957267,30600000.0,2.0264899320205343,1
2.0,1,0,1400000.0,2900000.0,12.0,490.0,600000.0,1600000.0,5500000.0,1300000.0,2.0714270918377915,20138.88888888889,0.17261904761904762,9000000.0,3.10344720570786,1
3.0,1,0,5200000.0,17200000.0,18.0,768.0,9200000.0,5500000.0,11700000.0,3800000.0,3.3076916715977553,79629.62962962964,0.18376068376068377,30200000.0,1.7558138514061714,0
5.0,1,1,7600000.0,16500000.0,8.0,534.0,8900000.0,10300000.0,24900000.0,8300000.0,2.171052345914165,171875.0,0.2713815789473684,52400000.0,3.1757573832874315,1
1.0,0,1,4900000.0,15200000.0,10.0,429.0,5700000.0,7300000.0,14400000.0,3300000.0,3.1020401832571056,126666.66666666667,0.31020408163265306,30700000.0,2.019736709227848,1
2.0,0,0,1700000.0,3700000.0,20.0,558.0,4100000.0,1400000.0,5000000.0,2500000.0,2.1764693079592305,15416.666666666666,0.10882352941176471,13000000.0,3.513512563915523,0
4.0,1,0,7100000.0,14300000.0,14.0,537.0,13700000.0,10400000.0,18200000.0,6100000.0,2.0140842233684193,85119.04761904762,0.14386317907444668,48400000.0,3.3846151479290105,1
0.0,1,1,7200000.0,20700000.0,10.0,733.0,15600000.0,12000000.0,19200000.0,9900000.0,2.8749996006945,172500.0,0.2875,56700000.0,2.739130302457473,0
3.0,1,1,300000.0,600000.0,10.0,515.0,300000.0,200000.0,1000000.0,200000.0,1.9999933333555555,5000.0,0.2,1700000.0,2.8333286111189815,1
2.0,1,1,3800000.0,15000000.0,14.0,730.0,10800000.0,2900000.0,10700000.0,3600000.0,3.9473673822717417,89285.71428571429,0.2819548872180451,28000000.0,1.8666665422222306,0
3.0,1,1,9500000.0,22800000.0,6.0,319.0,200000.0,16925000.0,34100000.0,9400000.0,2.399999747368448,316666.6666666667,0.4,60625000.0,2.6589911114477585,1
4.0,1,1,7800000.0,19500000.0,14.0,739.0,1900000.0,9000000.0,20400000.0,4400000.0,2.4999996794872206,116071.42857142857,0.17857142857142858,35700000.0,1.830769136883634,0
4.0,0,0,7900000.0,31400000.0,8.0,698.0,16500000.0,11400000.0,28700000.0,5100000.0,3.974683041179362,327083.3333333333,0.4968354430379746,61700000.0,1.9649680902876405,0
3.0,1,1,300000.0,1000000.0,12.0,469.0,600000.0,400000.0,700000.0,300000.0,3.3333222222592593,6944.444444444444,0.2777777777777778,2000000.0,1.999998000002,1
2.0,1,0,3100000.0,9000000.0,20.0,892.0,5000000.0,5600000.0,7100000.0,4000000.0,2.9032248699274614,37500.0,0.14516129032258063,21700000.0,2.411110843209906,0
1.0,1,1,700000.0,1800000.0,16.0,641.0,2100000.0,400000.0,1600000.0,900000.0,2.5714248979644316,9375.0,0.1607142857142857,5000000.0,2.7777762345687584,0
0.0,0,0,8600000.0,29000000.0,18.0,481.0,21200000.0,2600000.0,27700000.0,5400000.0,3.37209263115202,134259.25925925927,0.1873385012919897,56900000.0,1.9620688978596932,1
4.0,1,1,2200000.0,8600000.0,2.0,461.0,1400000.0,3000000.0,4700000.0,2100000.0,3.9090891322322125,358333.3333333333,1.9545454545454544,11200000.0,1.3023254299621594,0
0.0,1,1,8900000.0,23000000.0,12.0,741.0,5600000.0,11200000.0,27100000.0,7100000.0,2.584269372554003,159722.22222222222,0.2153558052434457,51000000.0,2.217391207939513,0
1.0,0,1,8100000.0,31700000.0,10.0,755.0,0.0,12700000.0,30100000.0,4700000.0,3.913579763755585,264166.6666666667,0.39135802469135805,47500000.0,1.4984226656649002,0
0.0,0,0,8900000.0,21600000.0,10.0,552.0,2300000.0,9900000.0,20700000.0,11900000.0,2.42696601944202,180000.0,0.24269662921348317,44800000.0,2.0740739780521307,0
4.0,1,1,6400000.0,23900000.0,6.0,300.0,16200000.0,11600000.0,24900000.0,7000000.0,3.7343744165039974,331944.44444444444,0.6223958333333333,59700000.0,2.4979078452758223,1
5.0,0,0,2500000.0,6400000.0,16.0,590.0,3200000.0,3900000.0,5800000.0,3500000.0,2.5599989760004096,33333.333333333336,0.16,16400000.0,2.5624995996094375,0
1.0,0,1,8700000.0,33900000.0,10.0,766.0,16300000.0,700000.0,19500000.0,9000000.0,3.896551276258474,282500.0,0.3896551724137931,45500000.0,1.3421828512630427,0
0.0,0,0,7100000.0,15900000.0,14.0,746.0,9500000.0,3900000.0,23500000.0,8000000.0,2.239436304304746,94642.85714285714,0.15995975855130787,44900000.0,2.8238991934654596,0
0.0,0,0,300000.0,700000.0,16.0,779.0,200000.0,0.0,1000000.0,400000.0,2.3333255555814816,3645.8333333333335,0.14583333333333334,1600000.0,2.285711020412828,0
4.0,1,1,1500000.0,3200000.0,10.0,858.0,1500000.0,0.0,4700000.0,1700000.0,2.133331911112059,26666.666666666668,0.21333333333333335,7900000.0,2.468749228515866,0
3.0,0,0,5300000.0,15000000.0,6.0,717.0,7000000.0,4100000.0,17100000.0,5300000.0,2.83018814524752,208333.33333333334,0.4716981132075472,33500000.0,2.2333331844444544,0
2.0,1,0,1500000.0,4500000.0,18.0,428.0,4500000.0,1200000.0,5600000.0,1100000.0,2.9999980000013333,20833.333333333332,0.16666666666666666,12400000.0,2.755554943210013,1
5.0,0,0,6300000.0,18100000.0,4.0,590.0,5400000.0,10900000.0,22400000.0,8600000.0,2.87301541698168,377083.3333333333,0.7182539682539683,47300000.0,2.613259524129308,0
5.0,0,1,8000000.0,28000000.0,10.0,449.0,18500000.0,1500000.0,17400000.0,3900000.0,3.499999562500055,233333.33333333334,0.35000000000000003,41300000.0,1.4749999473214304,1
1.0,1,1,6500000.0,18300000.0,10.0,722.0,11900000.0,8600000.0,19200000.0,4500000.0,2.815384182248587,152500.0,0.28153846153846157,44200000.0,2.415300414464458,0
2.0,1,1,4500000.0,16600000.0,4.0,679.0,10300000.0,3100000.0,11700000.0,5000000.0,3.6888880691359844,345833.3333333333,0.9222222222222222,30100000.0,1.8132529028160902,0
5.0,0,0,6800000.0,20500000.0,10.0,578.0,500000.0,11800000.0,27200000.0,3400000.0,3.014705439013906,170833.33333333334,0.30147058823529416,42900000.0,2.0926828247471794,0
3.0,1,1,5500000.0,20400000.0,10.0,546.0,10600000.0,8200000.0,13500000.0,4000000.0,3.7090902347108665,170000.0,0.3709090909090909,36300000.0,1.7794116774798197,1
0.0,1,1,5600000.0,20000000.0,20.0,606.0,7100000.0,500000.0,20000000.0,7600000.0,3.5714279336735832,83333.33333333333,0.17857142857142855,35200000.0,1.7599999120000045,0
5.0,0,1,4400000.0,10600000.0,20.0,806.0,9700000.0,3600000.0,10800000.0,2500000.0,2.4090903615703723,44166.666666666664,0.12045454545454544,26600000.0,2.5094337255251205,0
4.0,1,0,400000.0,900000.0,18.0,339.0,700000.0,200000.0,800000.0,200000.0,2.2499943750140625,4166.666666666667,0.125,1900000.0,2.111108765434705,1
4.0,0,1,3900000.0,13300000.0,20.0,453.0,9800000.0,500000.0,12300000.0,4700000.0,3.4102555358319138,55416.666666666664,0.17051282051282052,27300000.0,2.052631424614179,1
4.0,1,0,5600000.0,13300000.0,20.0,869.0,3300000.0,7500000.0,20000000.0,6500000.0,2.3749995758929328,55416.666666666664,0.11875,37300000.0,2.804511067329995,0
0.0,1,0,2200000.0,7500000.0,2.0,333.0,3400000.0,600000.0,6200000.0,1500000.0,3.4090893595048364,312500.0,1.7045454545454544,11700000.0,1.5599997920000277,0
4.0,0,0,5300000.0,15800000.0,2.0,527.0,3800000.0,5200000.0,19700000.0,3900000.0,2.9811315129940543,658333.3333333334,1.4905660377358492,32600000.0,2.0632910086524676,1
5.0,0,1,4500000.0,17100000.0,2.0,639.0,10600000.0,7500000.0,12000000.0,6500000.0,3.799999155555743,712500.0,1.9,36600000.0,2.1403507520262717,0
3.0,0,0,1000000.0,2800000.0,4.0,757.0,2500000.0,100000.0,3800000.0,900000.0,2.7999972000028,58333.333333333336,0.7000000000000001,7300000.0,2.607141926020741,0
2.0,0,1,4300000.0,16000000.0,14.0,623.0,9800000.0,6700000.0,17000000.0,4500000.0,3.7209293672257284,95238.09523809524,0.26578073089701,38000000.0,2.3749998515625093,0
5.0,1,1,4000000.0,15500000.0,12.0,517.0,0.0,600000.0,12100000.0,3500000.0,3.8749990312502423,107638.88888888889,0.3229166666666667,16200000.0,1.0451612228928244,1
5.0,1,0,3100000.0,9500000.0,20.0,514.0,7900000.0,3100000.0,6600000.0,2600000.0,3.0645151404789868,39583.333333333336,0.1532258064516129,20200000.0,2.126315565650993,1
5.0,0,1,7600000.0,18000000.0,12.0,452.0,7900000.0,4300000.0,23800000.0,4700000.0,2.368420740997271,125000.0,0.19736842105263155,40700000.0,2.261110985493834,1
0.0,1,0,6000000.0,22900000.0,16.0,302.0,12200000.0,6500000.0,17700000.0,7100000.0,3.8166660305556617,119270.83333333333,0.23854166666666665,43500000.0,1.899563235826933,1
2.0,1,1,8200000.0,27800000.0,16.0,827.0,11500000.0,8700000.0,26000000.0,10700000.0,3.3902434889946966,144791.66666666666,0.211890243902439,56900000.0,2.046762516303507,0
2.0,1,1,7400000.0,28200000.0,8.0,376.0,21900000.0,5000000.0,17400000.0,5200000.0,3.8108102958364465,293750.0,0.47635135135135137,49500000.0,1.7553190866908126,1
1.0,0,1,3400000.0,7000000.0,4.0,534.0,3100000.0,1600000.0,13000000.0,4000000.0,2.058822923875611,145833.33333333334,0.5147058823529412,21700000.0,3.09999955714292,1
3.0,1,1,8200000.0,20600000.0,10.0,441.0,16100000.0,11400000.0,29100000.0,6100000.0,2.512194815585998,171666.66666666666,0.2512195121951219,62700000.0,3.043689172636448,1
4.0,0,0,8000000.0,30100000.0,4.0,431.0,11900000.0,13800000.0,18800000.0,11500000.0,3.7624995296875587,627083.3333333334,0.9406250000000002,56000000.0,1.8604650544695995,0
4.0,0,1,9000000.0,30400000.0,20.0,532.0,21000000.0,7400000.0,30500000.0,13100000.0,3.3777774024691776,126666.66666666667,0.1688888888888889,72000000.0,2.3684209747229943,1
1.0,1,1,700000.0,2700000.0,20.0,669.0,100000.0,1000000.0,2600000.0,500000.0,3.8571373469466472,11250.0,0.19285714285714284,4200000.0,1.5555549794240817,0
3.0,1,1,2200000.0,8800000.0,2.0,877.0,5000000.0,1300000.0,6400000.0,3100000.0,3.9999981818190085,366666.6666666667,2.0,15800000.0,1.795454341425643,0
2.0,1,1,200000.0,600000.0,8.0,552.0,400000.0,200000.0,700000.0,200000.0,2.9999850000749997,6250.0,0.375,1500000.0,2.499995833340278,0
4.0,1,0,8200000.0,20700000.0,10.0,546.0,10800000.0,7000000.0,25000000.0,10600000.0,2.524389936050008,172500.0,0.2524390243902439,53400000.0,2.579710020303864,1
5.0,0,0,6300000.0,22500000.0,18.0,629.0,300000.0,3900000.0,23100000.0,8000000.0,3.5714280045352376,104166.66666666667,0.19841269841269843,35300000.0,1.5688888191604968,0
0.0,0,0,400000.0,1200000.0,4.0,766.0,900000.0,300000.0,1200000.0,300000.0,2.99999250001875,25000.0,0.75,2700000.0,2.2499981250015626,0
5.0,0,0,6400000.0,21500000.0,16.0,728.0,300000.0,5200000.0,17400000.0,9600000.0,3.3593744750977383,111979.16666666667,0.2099609375,32500000.0,1.5116278366684728,0
4.0,1,1,7100000.0,19400000.0,16.0,363.0,17900000.0,2600000.0,22600000.0,4000000.0,2.7323939813529603,101041.66666666667,0.17077464788732397,47100000.0,2.4278349264002617,1
3.0,1,1,6300000.0,17700000.0,2.0,542.0,16800000.0,900000.0,16400000.0,5300000.0,2.80952336356772,737500.0,1.4047619047619047,39400000.0,2.2259885748029054,1
1.0,1,1,400000.0,1500000.0,16.0,688.0,400000.0,300000.0,1200000.0,200000.0,3.7499906250234374,7812.5,0.23437499999999997,2100000.0,1.3999990666672888,0
3.0,0,0,3900000.0,14100000.0,16.0,496.0,2500000.0,2200000.0,13700000.0,2900000.0,3.6153836883631567,73437.5,0.22596153846153846,21300000.0,1.51063819073488,1
4.0,0,0,4500000.0,15800000.0,14.0,439.0,8900000.0,6900000.0,15200000.0,4400000.0,3.511110330864371,94047.61904761905,0.2507936507936508,35400000.0,2.240506187309735,1
3.0,1,1,8200000.0,28900000.0,10.0,447.0,4400000.0,14700000.0,29400000.0,6800000.0,3.5243898140988033,240833.33333333334,0.3524390243902439,55300000.0,1.9134947434776906,1
0.0,0,0,7300000.0,16100000.0,2.0,490.0,7600000.0,1400000.0,21800000.0,10700000.0,2.205479149934363,670833.3333333334,1.1027397260273972,41500000.0,2.577639591450957,1
4.0,0,0,1200000.0,2600000.0,8.0,872.0,1600000.0,2100000.0,2700000.0,900000.0,2.166664861112616,27083.333333333332,0.2708333333333333,7300000.0,2.807691227811066,0
0.0,0,1,9000000.0,34000000.0,4.0,549.0,2000000.0,8900000.0,20000000.0,12400000.0,3.777777358024738,708333.3333333334,0.9444444444444445,43300000.0,1.2735293743079596,0
5.0,0,0,3200000.0,10600000.0,2.0,432.0,6500000.0,3700000.0,11200000.0,3700000.0,3.3124989648440737,441666.6666666667,1.65625,25100000.0,2.3679243049128016,0
4.0,0,0,9900000.0,30000000.0,18.0,496.0,10400000.0,8000000.0,29300000.0,13800000.0,3.030302724211846,138888.88888888888,0.16835016835016833,61500000.0,2.049999931666669,1
2.0,1,0,7200000.0,17000000.0,10.0,856.0,18100000.0,12700000.0,15800000.0,6000000.0,2.361110783179058,141666.66666666666,0.2361111111111111,52600000.0,3.0941174650519137,0
0.0,1,1,2700000.0,10100000.0,20.0,693.0,200000.0,1700000.0,5900000.0,1400000.0,3.74073935528172,42083.333333333336,0.18703703703703706,9200000.0,0.9108909989216832,1
2.0,1,0,4400000.0,12000000.0,20.0,421.0,9300000.0,2700000.0,15700000.0,3400000.0,2.7272721074381576,50000.0,0.13636363636363635,31100000.0,2.591666450694462,1
3.0,0,1,7900000.0,21200000.0,18.0,695.0,13800000.0,10600000.0,21800000.0,4900000.0,2.683543964108359,98148.14814814815,0.14908579465541488,51100000.0,2.4103772447935263,0
1.0,1,1,9700000.0,24700000.0,14.0,600.0,13600000.0,14000000.0,35500000.0,6700000.0,2.546391490062733,147023.80952380953,0.18188512518409425,69800000.0,2.825910816764744,0
3.0,0,0,7700000.0,27700000.0,4.0,439.0,13900000.0,7500000.0,27100000.0,6200000.0,3.5974021302075156,577083.3333333334,0.8993506493506495,54700000.0,1.9747291705873946,0
3.0,0,0,7800000.0,28700000.0,4.0,447.0,7200000.0,9500000.0,20100000.0,11300000.0,3.6794867077581146,597916.6666666666,0.9198717948717948,48100000.0,1.6759581297575565,0
4.0,0,1,2000000.0,8000000.0,6.0,837.0,5100000.0,2600000.0,3900000.0,2900000.0,3.999998000001,111111.11111111111,0.6666666666666667,14500000.0,1.8124997734375283,0
1.0,0,1,3100000.0,9200000.0,16.0,374.0,2400000.0,3500000.0,7100000.0,3500000.0,2.9677409781480715,47916.666666666664,0.1854838709677419,16500000.0,1.7934780659262972,1
2.0,1,1,1200000.0,4500000.0,10.0,555.0,100000.0,1100000.0,2700000.0,1400000.0,3.749996875002604,37500.0,0.375,5300000.0,1.1777775160494408,0
3.0,1,1,3800000.0,13700000.0,16.0,662.0,4800000.0,400000.0,12400000.0,5300000.0,3.605262209141524,71354.16666666667,0.22532894736842105,22900000.0,1.6715327247056406,0
2.0,1,0,4400000.0,16500000.0,16.0,879.0,7800000.0,7500000.0,10300000.0,5400000.0,3.7499991477274666,85937.5,0.234375,31000000.0,1.8787877649219535,0
4.0,1,0,5300000.0,10700000.0,12.0,821.0,15400000.0,10200000.0,17600000.0,2600000.0,2.0188675436098973,74305.55555555556,0.16823899371069184,45800000.0,4.2803734317408,0
5.0,1,1,1100000.0,3900000.0,4.0,891.0,1100000.0,200000.0,3400000.0,900000.0,3.5454513223169797,81250.0,0.8863636363636364,5600000.0,1.4358970677187006,0
1.0,1,1,5600000.0,21000000.0,2.0,552.0,3200000.0,6300000.0,22100000.0,6100000.0,3.7499993303572623,875000.0,1.875,37700000.0,1.795238009750571,0
3.0,1,1,5300000.0,19500000.0,4.0,591.0,13200000.0,4700000.0,19800000.0,7900000.0,3.6792445888217755,406250.0,0.9198113207547169,45600000.0,2.33846141854044,0
0.0,0,1,9000000.0,27800000.0,8.0,712.0,900000.0,6700000.0,24400000.0,5800000.0,3.0888885456790507,289583.3333333333,0.38611111111111107,37800000.0,1.3597121813053172,0
4.0,0,1,9700000.0,33300000.0,12.0,784.0,14600000.0,15800000.0,37900000.0,6500000.0,3.432989336805223,231250.0,0.2860824742268041,74800000.0,2.246246178791406,0
5.0,1,0,9900000.0,35800000.0,20.0,470.0,9500000.0,16925000.0,39100000.0,14050000.0,3.616161250892803,149166.66666666666,0.1808080808080808,79575000.0,2.2227653010400754,1
1.0,1,0,4600000.0,15200000.0,4.0,593.0,13800000.0,3800000.0,11700000.0,3900000.0,3.304347107750629,316666.6666666667,0.8260869565217392,33200000.0,2.184210382617738,0
1.0,1,0,6600000.0,20700000.0,4.0,415.0,12800000.0,11900000.0,17700000.0,3900000.0,3.136363161157097,431250.0,0.7840909090909091,46300000.0,2.2367148677915525,0
3.0,0,1,4700000.0,13200000.0,12.0,440.0,4000000.0,3300000.0,16600000.0,4300000.0,2.8085100407425445,91666.66666666667,0.23404255319148937,28200000.0,2.1363634745179185,1
0.0,0,0,2800000.0,7300000.0,6.0,676.0,3500000.0,2200000.0,5700000.0,3200000.0,2.607141926020741,101388.88888888889,0.43452380952380953,14600000.0,1.9999997260274347,0
3.0,1,0,6400000.0,14400000.0,10.0,546.0,10600000.0,10000000.0,21200000.0,5100000.0,2.249999648437555,120000.0,0.22499999999999998,46900000.0,3.256944218267763,1
1.0,1,0,900000.0,3500000.0,18.0,395.0,2500000.0,800000.0,3000000.0,1300000.0,3.8888845679060355,16203.703703703704,0.2160493827160494,7600000.0,2.1714279510205854,1
1.0,0,1,7500000.0,19900000.0,10.0,669.0,1800000.0,8800000.0,18100000.0,7300000.0,2.6533329795556027,165833.33333333334,0.26533333333333337,36000000.0,1.8090451352238626,0
0.0,1,0,6600000.0,25600000.0,8.0,718.0,12600000.0,12200000.0,21700000.0,9000000.0,3.8787872910928347,266666.6666666667,0.48484848484848486,55500000.0,2.1679686653137242,0
3.0,0,1,6800000.0,19900000.0,10.0,516.0,16000000.0,6000000.0,26000000.0,8500000.0,2.9264701578720356,165833.33333333334,0.2926470588235294,56500000.0,2.83919583722634,1
4.0,1,0,2900000.0,11200000.0,10.0,744.0,6600000.0,4000000.0,7300000.0,1600000.0,3.8620676337697812,93333.33333333333,0.38620689655172413,19500000.0,1.7410712731186364,0
4.0,0,1,2000000.0,7400000.0,20.0,596.0,600000.0,2300000.0,4900000.0,2500000.0,3.699998150000925,30833.333333333332,0.185,10300000.0,1.3918917037984184,0
4.0,1,0,9800000.0,32200000.0,18.0,593.0,9500000.0,400000.0,34000000.0,14050000.0,3.285713950437352,149074.07407407407,0.18253968253968256,57950000.0,1.7996893851028142,0
0.0,1,1,4100000.0,12800000.0,8.0,799.0,3700000.0,700000.0,9400000.0,2700000.0,3.121950458060864,133333.33333333334,0.3902439024390244,16500000.0,1.289062399292,0
5.0,0,1,1100000.0,3900000.0,2.0,538.0,400000.0,1300000.0,4300000.0,1600000.0,3.5454513223169797,162500.0,1.7727272727272727,7600000.0,1.948717449046808,0
